noid,codigo_departamento,nombre_departamento,codigo_municipio,nombre_municipio,zona_postal,codigo_postal,limite_norte,limite_sur,limite_este,limite_oeste,tipo,barrios_contenidos_en_el_codigo_postal,veredas_contenidas_en_el_codigo_postal
1147,19,CAUCA,19001,POPAYAN,1900,190018,RÍO CAUCA,MPIO. EL TAMBO Y TIMBÍO,LIMITE URBANO,MUNICIPIO EL TAMBO,Rural,Asentamiento SamuEl Silverio- Los Dos Brazos- Los Faroles- Puelenje- Vereda de Torres- Vereda El Boquerón- Vereda El Salvador- Vereda El Túnel,San Rafael
2841,68,SANTANDER,68498,OCAMONTE,6825,682568,MPIO. VALLE DE SAN JOSE,QUEBRADA MORARIA,QUEBRADA MORARIA,MUNICIPIO PARAMO Y CHARALA,Rural,Sin Informacion de Barrios,Agua Fría- El Hoyo-  Flores-  Guacal-  Hatillo-  Pedregal Abajo-  Piedra de Rayo-  Puertas
315,5,ANTIOQUIA,05873,VIGIA DEL FUERTE,568,56820,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
230,5,ANTIOQUIA,05002,ABEJORRAL,550,55038,M. MONTEBELLO Y RÍO PERMANENTE,MUNICIPIO  AGUADAS,MUNICIPIO SONSON,MUNICIPIO STA BARBARA,Rural,Sin Informacion de Barrios,Cañaveral- Chagualal-  Corinto-  El Granadillo-  El Volcan-  Habana Arriba-  La Betulia-  La Circita-  La Florida-  La Loma Parte Baja-  La Nubia-  La Peña-  La Perdida-  La Primavera-  La Samaria-  LLanogrande-  Loma de don Santos-  Mata de Guadua-  Mont
1743,25,CUNDINAMARCA,25019,ALBAN,2532,253201,DG 9,CL 2A S,KR 1 W,KR 6,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
417,8,ATLANTICO,08558,POLONUEVO,820,82047,MUNICIPIO MALAMBO,MUNICIPIO PONEDERA,M. SABANAG. Y STO. TOMAS,MUNICIPIO BARANOA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2687,66,RISARALDA,66001,PEREIRA,6600,660002,LIMITE URBANO,AK 30 AGO-  KR 13,AK FE-CL 10 BIS-KR 6,AK DEL RIO,Urbano,1 de Mayo- 30 de Agosto- 30 de Agosto I- Alcázares- Bavaria- Bayron Gaviria- Buenos Aires- Cañarte- Constructores- El Prado- El Progreso- Galería Central- Galán- Getsemaní- Girasoles- Gualanday- José Marti- La Campiña- La Esperanza- La Palmera- La Paz- La,Boquia- Cabecera Municipal-  La Badea
2039,44,LA GUAJIRA,44560,MANAURE,4410,441009,MAR CARIBE,MUNICIPIO MAICAO,ARRO. JAPUOHO- AMAMA.- SHISHO. Y LIMÓN,ARROYO YUNA- CATAHIRIAI Y BOLOMBOLO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
330,5,ANTIOQUIA,05543,PEQUE,570,57017,MUNICPIO ITUANGO,QUEBRADA PEQUE,MUNICIPIO ITUANGO,M. ITUANGO Y DABEIBA,Rural,Sin Informacion de Barrios,Al Páramo- Cabecera Municipal-  Corcobado-  El Aura-  El Caliche-  El Plan-  El Popal-  Guayabal-  Jerigua-  La Guadua-  Las Faldas-  Las Faldas del Café-  Las Lomas-  Llano de Pueblo-  Los Llanos-  Nueva Llanada-  Parque Nacional Natural del Paramillo-
2180,47,MAGDALENA,47980,ZONA BANANERA,4780,478027,MUNICIPIO CIÉNAGA,RÍO FRIO,MUNICIPIO CIÉNAGA,MUNICIPIO CIÉNAGA,Rural,BARRIO ALTO PRADO- BARRIO CALLE BOLIVAR- BARRIO CENTRO- BARRIO EL BAJO- BARRIO EL BOLSILLO- BARRIO EL PORVENIR- BARRIO LA 58- BARRIO LA ALEGRIA- BARRIO LA ALEMANIA- BARRIO LA ESPERANZA- BARRIO LA ESTACION- BARRIO LA VICTORIA- BARRIO LAS MALVINAS- BARRIO L,Sin Informacion de Veredas
2119,47,MAGDALENA,47245,EL BANCO,4730,473047,CIENAGA CHILLOA,M. MARGARITA Y HATILLO DE LOBA,VÍA EL BANCO-CHIMICHAGUA Y RÍO (PER.),MUNICIPIO GUAMAL,Rural,Sin Informacion de Barrios,Guaimaral- Pajaral-  Urquijo
885,15,BOYACA,15740,SIACHOQUE,1534,153468,MUNICIPIO CHIVATA,MPIO. VIRACACHA Y RONDÓN,RÍO SIACHOQUE,MUNICIPIO SORACA,Rural,Sin Informacion de Barrios,Chen- Pueblo Viejo-  Romonguira
670,13,BOLIVAR,13490,NOROSI,1345,134517,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
367,5,ANTIOQUIA,05051,ARBOLETES,578,57829,M. SAN JUAN DE URABA,QUEBRADA,MUNICIPIO NECOCLI,RÍO SAN JUAN,Rural,Sin Informacion de Barrios,Boca Al Revés- Boca Tapada-  Cajones-  Campanito-  Candelaria-  El Arquino-  El Bonquito-  El Carmelo-  El Caucho-  El Guadal-  El Tigre-  El Volcán-  El Volcancito-  El Yeso-  Halandita-  Holanda-  La Trinidad-  Las Pachacas-  Las Patillas-  Las Platas-
2115,47,MAGDALENA,47318,GUAMAL,4730,473027,M. SAN SEBASTIÁN DE BUENAVISTA,VÍA GUAMAL-SAN ANTONIO,VÍA SAN ANTONIO-ASTREA,M. SAN FDO. Y SAN SEBAS. DE BUENAVIS.,Rural,Sin Informacion de Barrios,Bellavista- El Coco-  La Ceiba-  La Pacha-  Las Margaritas-  Paraco-  Pedregoza-  Pedregoza-  Playas Blancas-  Salvadora-  San Antonio-  Santa Teresita-  Venero
180,5,ANTIOQUIA,05541,PEÑOL,538,53857,MUNICIPIO CONCEPCIÓN,M. EL SANTUARIO Y GRANADA,MUNICIPIO GUATAPÉ,M. SAN VICENTE Y MARINILLA,Rural,Sin Informacion de Barrios,Corrientes- Culebra-  El Marial-  El Porvenir-  El Salto-  Guamal-  Guamito-  La Chapa-  La Honda-  Magdalena-  Magdalena-  Morro-  Palmira-  Peñolcito-  Potrerito-  Primavera-  Salto Abajo-  Santa Ana-  Santa Ines
3587,94,GUAINIA,94886,CACAHUAL,9410,941017,CAÑO CHANGUITA Y PAÍS VENEZUELA,PAÍS VENEZUELA,PAÍS VENEZUELA,CAÑO CHIGUIRE Y RÍO (PERMANENTE),Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
847,15,BOYACA,15299,GARAGOA,1528,152867,MUNICIPIO CHINAVITA,M. ALMEIDA Y MACANAL,MUNICIPIO MIRAFLORES,M. PACHAVITA- TENZA Y SUTATENZA,Rural,Sin Informacion de Barrios,Boya II
2258,50,META,50223,CUBARRAL,5060,506001,LIMITE URBANO,CL 1,LIMITE URBANO,KR 12A,Urbano,Sin Informacion de Barrios,El Vergel- San Miguel
456,8,ATLANTICO,08606,REPELON,850,85047,MUNICIPIO LURUACO,M. SOPLAV. Y SAN CRIST.,M. MANATI Y SABANALAR.,VIA LURUACO-REPELÓN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3593,94,GUAINIA,94883,SAN FELIPE,9420,942010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2278,50,META,50689,SAN MARTIN,5070,507028,MUNICIPIO PUERTO LÓPEZ,CAÑO EL GUAN.- CUMARAL- TURPIAL Y MORRO.,MPIO. PUERTO GAITÁN,CAÑO CAMOA,Rural,Sin Informacion de Barrios,La Cristalina
2126,47,MAGDALENA,47707,SANTA ANA,4740,474028,MPIO. NVA. GRANADA Y ARIGUANÍ,MPIO. PIJIÑO DEL CARMEN,MUNICIPIO EL PASO,VÍA LA GLORIA-PIJIÑO DEL CARMEN,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
494,11,BOGOTA D.C.,11001,LOCALIDAD KENNEDY,1108,110871,AC  6,CL  40 S,AK  86,RIO BOGOTÁ,Urbano,Calandaima- Campo Hermoso- El Paraíso- El Paraíso Bosa- Galán- Galán Rural- Osorio III- Patio Bonito- Patio Bonito II- Patio Bonito III- Tairona,Sin Informacion de Veredas
3209,73,TOLIMA,73024,ALPUJARRA,7345,734560,CL 10A,CL 1A,A LA ARADITA,CL MARIA AUXILIADORA,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Guasimal
1496,23,CORDOBA,23580,PUERTO LIBERTADOR,2340,234030,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Aguas Vivas- Blanca Urzola- Camilo Jiménez- Centro- El Edén- El Progreso- La Unión- Las Cruces- Miraflores- Palmira- San José- Santiago Sánchez- Siete de Septiembre- Veinte de Julio- Veinte de Marzo- Vende Agujas,Sin Informacion de Veredas
1148,19,CAUCA,19130,CAJIBIO,1905,190501,CL 8,LIMITE URBANO,KR 0,KR 7,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3140,73,TOLIMA,73283,FRESNO,7315,731568,RÍO MEDINA Y VÍA FRESNO-PADUA,M. CASABIAN.- PALOCABILDO Y FALAN,MUNICIPIO MARIQUITA,MUNICIPIO HERVEO,Rural,Sin Informacion de Barrios,San José
694,15,BOYACA,15204,COMBITA,1502,150207,M. GAMBITA Y SOTAQUIRÁ,QUEBRADA PASO GRANDE,M. SOTAQUIRÁ Y TUTA,MUNIICPIO ARCABUCO,Rural,Sin Informacion de Barrios,Cedro- Cortadera-  Cortadera Grande-  Cotoba-  El Carmen-  El Resguardo-  El Resguardo-  Guausa-  Las Mercedes-  Quirvaquira-  Rio De Piedras-  Rio de Piedras-  San Francisco-  San Isidro-  San Martín-  San Rafael-  Santa Bárbara
1967,41,HUILA,41548,PITAL,4140,414068,M. LA PLATA Y VÍA AGRADO-LA PLATA,MUNICIPIO TARQUI,MUNICIPIO AGRADO,M. LA ARGENTINA Y LA PLATA,Rural,Sin Informacion de Barrios,ALTO LIBANO- ALTO RETIRO-  AMPARO-  BAJO MINAS-  EL CARMELO-  EL CARMEN-  EL PROGRESO-  EL RETIRO-  EL TAMBO-  EL TRIUNFO-  EUREKA-  FLOR AMARILLO-  FLORIDA-  LA MESA-  LA VEGA-  LAGUNILLA-  LAS MINAS-  LOS MILAGROS-  MERCEDES-  MESITAS-  MONTEBELLO-  PLA
3210,73,TOLIMA,73024,ALPUJARRA,7345,734567,MUNICIPIO DOLORES,M. VILLAVIEJA Y BARAYA,MPIO. DOLORES Y COLOMBIA,M. NATAGAIMA Y VILLAVIEJA,Rural,Sin Informacion de Barrios,Agua de Dios- Aradita-  Bateas-  Bermejo-  Colopo-  Corinto-  Cruces-  El Carmen-  El Guarumo-  El Moral-  El Salado-  Guacamayas-  La Lincosa-  Las Mercedes-  LLano Glindo-  Los Alpes-  Los Ameses-  Mercadillo-  Mielecita-  Potrerillo-  Puerta de Caña-
883,15,BOYACA,15740,SIACHOQUE,1534,153460,CL 7,LIMITE URBANO,KR 1,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2631,54,NORTE DE SANTANDER,54670,SAN CALIXTO,5470,547017,MUNICIPIO EL TARRA,MUNICIPIO HACARÍ,MPIO. TIBÚ Y SARDINATA,QUEBRADA SAN MIGUEL,Rural,Sin Informacion de Barrios,San Francisco Javier- San Martin
1555,25,CUNDINAMARCA,25899,ZIPAQUIRA,2502,250252,CL 7. 8 Y LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Algarra I- Algarra II- Algarra III- Casa Blanca- Cementerio- Contiguo La Concepcion- Cpr. El Rudal- Cpr. Pasoancho- Cpr. Portachuelo- El Centro- Julio Caro- La Concepcion- La Fraguita- San Pablo- Santiago Perez Pueblo Viejo- Terraplen- Urb. Asprovitez- Ur,Sin Informacion de Veredas
527,11,BOGOTA D.C.,11001,LOCALIDAD RAFAEL URIBE URIBE,1118,111821,AK CARACAS,AK  10,AC 1 DE MAYO,CL  47 S,Urbano,Granja de Santa Sofía- Granja San Pablo- Gustavo Restrepo- Hospital San Carlos- La Resurrección- La Resurrección I- Marco Fidel Suárez- San Jorge Sur- San José Sur- San Luis- Sosiego Sur,Sin Informacion de Veredas
1756,25,CUNDINAMARCA,25086,BELTRAN,2532,253260,CL 6,CL 0,KR 1,LIMITE URBANO,Urbano,Sin Informacion de Barrios,HONDURAS
1992,41,HUILA,41770,SUAZA,4160,416087,MPIO. ALTAMIRA Y GUADALUPE,Q/DA. EMAYA Y RÍO (PERMANENTE),M. FLORENCIA Y GUADALUPE,MUNICIPIO TIMANA,Rural,Sin Informacion de Barrios,LAS QUEMADAS
2352,52,NARIÑO,52381,LA FLORIDA,5220,522047,MUNICIPIO EL TAMBO,MUNICIPIO CONSACÁ,VÍA EL TAM.-NARI. Y M. EL TAM. Y NARI.,MUNICIPIO SANDONÁ,Rural,Sin Informacion de Barrios,Alto San Pablo- Aminda-  La Sultana-  Pocaurco-  San Pablo-  Silencio-  Tambillo
1980,41,HUILA,41378,LA ARGENTINA,4150,415080,CL 15,CL 3,KR 5A,KR 9,Urbano,Sin Informacion de Barrios,AGUA BLANCA- BELLAVISTA-  LA ARGENTINA-  LA ARGENTINA-  LA PEDREGOSA-  LAS AGUILAS-  PESCADOR-  SANTA HELENA
3222,73,TOLIMA,73555,PLANADAS,7350,735070,LIMITE URBANO,CL 2,LIMITE URBANO,KR 9,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3457,85,CASANARE,85250,PAZ DE ARIPORO,8520,852038,MUNICIPIO HATO COROZAL,MUNICIPIO TRINIDAD,CAÑO LA HERMOSA Y LAS GUAMAS,CAÑADA LAS GUARAS Y CAÑO VAINILLAL,Rural,Sin Informacion de Barrios,Brisas del Beber- Brito Alto-  Canalete-  Caño Chiquito-  Carrastol-  Centro Gaitan-  El Boral-  El Caribe-  El Desierto-  El Muese-  El porvenir-  El Porvenir del Guachiria-  La Candelaria-  La Hermosa-  La Libertad-  la Palmita-  La Soledad CÑ Garza-  L
3130,73,TOLIMA,73870,VILLAHERMOSA,7315,731507,MPIO. CASABIANCA Y FALÁN,MUNICIPIO LÍBANO,MPIO. ARMERO Y LÍBANO,VÍA CASABIAN.-PRIMAVERAL-MURILLO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1074,17,CALDAS,17614,RIOSUCIO,1780,178047,MUNICIPIO SUPIA,MUNICIPIO QUINCHIA,MUNICIPIO FILADELFIA,VÍA GUÁTICA-SUPIA,Rural,Sin Informacion de Barrios,Aguacatal- Alto Bonito-  Bajo Aguacatal-  Bellavista-  Buenos Aires-  Claret-  De Batero-  El Carmelo-  El Jordán-  El Mestizo-  El Naranjo-  El Olivo-  El Palal-  Florencia-  Juan Días-  La Peña-  La Rueda-  Los Andes-  Moreta-  Pirsa-  Quimbaya-  San An
218,5,ANTIOQUIA,05055,ARGELIA,548,54838,MUNICIPIO SONSON,MUNICIPIO SAMANA,M. SONSON Y SAMANA,CUCHILLA EL TIGRE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3218,73,TOLIMA,73217,COYAIMA,7350,735037,MUNICIPIO ORTEGA,MUNICIPIO NATAGAIMA,VÍA COYAI.-MOLI. Y RÍO CHEN. Y GUA.,M. CHAPARRAL Y ATACO,Rural,Sin Informacion de Barrios,Fical Anchique- Guaipa-  Imba-  La Ceiba-  Palmata-  Plomo La María-  Tamarco
446,8,ATLANTICO,08770,SUAN,840,84067,NORTE CAMPO DE LA CRUZ,MUNICIPIO ARROYOHONDO,RÍO CAUCA,MUNICIPIO SANTA LUCIA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
2120,47,MAGDALENA,47245,EL BANCO,4730,473048,M. GUAMAL Y CHIMICHAGUA,CIENAGA CHILLOA Y RÍO (PERMANENTE),VÍA EL BANCO-CHIMICHA. Y M. CHIMICHA.,MUNICIPIO GUAMAL,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
543,13,BOLIVAR,13001,CARTAGENA,1300,130002,MAR CARIBE,CL 60 Y KR 17,MAR CARIBE,MAR CARIBE,Urbano,Canapote- Chambacú- Crespo- Daniel Lemaitre- El Cabrero- San Pedro y Libertad- Santa María- Siete de Agosto- Torices,Sin Informacion de Veredas
380,5,ANTIOQUIA,05837,TURBO,578,57868,VÍA TURBO - SAN P. DE U.,MUNICIPIO APARTADO,MUNICIPIO SAN PEDRO DE U.,MAR CARIBE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1515,23,CORDOBA,23419,LOS CORDOBAS,2350,235028,MPIO. PTO. ESCONDIDO Y MONTERIA,MUNICIPIO CANALETE,MUNICIPIO MONTERIA,VÍA STA. R. DE LA CAÑA-PTO. ESCONDIDO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
184,5,ANTIOQUIA,05440,MARINILLA,540,54020,CL 33,LIMITE URBANO,KR 23,KR 47,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2137,47,MAGDALENA,47058,ARIGUANI,4750,475017,M. SABANAS DE SAN ANGEL,VÍA ARIGUANI-BOSCONIA,MUNICIPIO BOSCONIA,M. SABA. DE SAN ANGEL Y NVA. GRANADA,Rural,SAN MARTIN,Sin Informacion de Veredas
1457,23,CORDOBA,23678,SAN CARLOS,2325,232508,MPIO. CERETÉ Y CGA. DE ORO,ARROYO SAN MIGUEL,MUNICIPIO CIÉNAGA DE ORO,VÍA CERETÉ-SAN CARLOS-FLECHA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1292,19,CAUCA,19290,FLORENCIA,1950,195040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3127,73,TOLIMA,73461,MURILLO,7310,731060,LIMITE URBANO,CL 0,KR 1,KR 14,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
2136,47,MAGDALENA,47058,ARIGUANI,4750,475010,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1938,41,HUILA,41801,TERUEL,4120,412047,M. PALERMO Y SANTA MARIA,M. IQUIRA Y YAGUARÁ,M. YAGUARÁ Y PALERMO,MUNICIPIO IQUIRA,Rural,Sin Informacion de Barrios,ALMORZADERO- ARRAYANES-  BEBERRECIO-  BOMBONA-  CAJUCHAL-  CEIBAS-  EL TABLON-  FLORIDA-  GUALPI-  HERRERAS-  LA CASTILLA-  LA FLORESTA-  LA MARIA-  LA MINA-  MONSERATE-  PEDERNAL-  PINOS-  PRIMAVERA-  SAN GERARDO-  SAN JUAN-  SINAI-  TABLON-  UPAR-  VISO
2346,52,NARIÑO,52786,TAMINANGO,5215,521569,MUNICIPIO MERCADERES,RÍO (PER.) Y VÍA TAMI.-LA UNIÓN,MUNICIPIO SAN LORENZO,MUNICIPIO EL ROSARIO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
3469,85,CASANARE,85325,SAN LUIS DE PALENQUE,8530,853039,MUNICIPIO NINCHÍA,MUNICIPIO OROCUÉ,CAÑO GUANÁPALO Y GUARAPITO,MUNICIPIO YOPAL,Rural,Sin Informacion de Barrios,Algodonales- Barbillal-  Cabuyaro-  El Amparo-  El Socorro-  Los Patos-  Morichal-  Palmar de Guanapalo-  Palomas Agua Verde-  Punto Nuevo-  Quebradaseca-  Rincón del Moriche-  San José de Caño Seco-  San Pascual-  San Rafael de guanapalo
2199,50,META,50110,BARRANCA DE UPIA,5010,501007,M. SAN LUIS DE G. Y  SABANALARGA,MUNICIPIO CABUYARO,MUNICIPIO VILLANUEVA,MUNICIPIO PARATEBUENO,Rural,Sin Informacion de Barrios,AGUACALIENTE- Alianza-  GUAICARAMO-  VIRGINIAS
1477,23,CORDOBA,23079,BUENAVISTA,2330,233020,LÍMITE URBANO,LÍMITE URBANO,LÍMITE URBANO,LÍMITE URBANO,Urbano,Bogotá- Centro- El Almendro- El Carmen- La Estrella- Polideportivo- San José,Sin Informacion de Veredas
2444,52,NARIÑO,52699,SANTACRUZ,5255,525579,MUNICIPIO SAMANIEGO,LOMA LA ORQUETA Y RELIEVE M.,LOMA LA ORQUETA,M. RICAURTE Y MALLAMA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
63,5,ANTIOQUIA,05658,SAN JOSE DE LA MONTAÑA,514,51410,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
406,8,ATLANTICO,08372,JUAN DE ACOSTA,810,81040,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1206,19,CAUCA,19364,JAMBALO,1920,192020,CL 0,CL 8,KR 0,KR 5,Urbano,Sin Informacion de Barrios,Cabecera Municipal- Jambaló
783,15,BOYACA,15533,PAYA,1518,151827,M. PISBA Y TAMARA,MUNICIPIO YOPAL,M TAMARA Y NUNCHIA,M. PISBA Y LABRANZAGRANDE,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1324,20,CESAR,20001,VALLEDUPAR,2000,200007,RIO BADILLO,RIO TIMANA- GUAT. Y PONTÓN,MUNICIPIO SAN J. DEL CESAR,MUNICIPIO ARACATACA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
59,5,ANTIOQUIA,05088,BELLO,510,51058,M. SAN PEDRO DE LOS MILAGROS,MUNICIPIO MEDELLIN,LIMITE URBANO,MUNICIPIO SAN JERONIMO,Rural,Sin Informacion de Barrios,Boquerón- Cabecera Municipal-  Cabecera Municipal-  El Carmelo-  El Carmelo-  El Picacho-  Guasimalito Tierradentro-  La China-  La Ilusión-  La Unión-  Llano de Ovejas-  Monte Frío-  Ovejas-  Palmitas Sector Central-  Potreritos-  Primavera-  Sabanalarga
667,13,BOLIVAR,13600,RIO VIEJO,1345,134501,CL 10,CL 1,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3554,91,AMAZONAS,91798,TARAPACA,9110,911039,MUNICIPIO LA PRADERA,PERÚ,RÍO CAUDALOSO,M. PUERO ARICA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1567,25,CUNDINAMARCA,25843,VILLA DE SAN DIEGO DE UBATE,2504,250430,CL 16,LIMITE URBANO,KR 1,KR 12,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
3216,73,TOLIMA,73217,COYAIMA,7350,735028,MUNICIPIO SALDAÑA,MUNICIPIO NATAGAIMA,M. PURIFICACIÓN Y PRADO,VÍA SALDAÑA-NATAGAIMA,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
1293,19,CAUCA,19290,FLORENCIA,1950,195047,MUNICIPIO MERCADERES,MPIO. LA UNIÓN Y SAN PABLO,MPIO. BOLÍVAR Y SAN PABLO,MUNICIPIO MERCADERES,Rural,Sin Informacion de Barrios,Alto Llano- Angostura-  Cuchilla del Hato-  El Avion-  El Campo-  El Diviso-  El Hato-  El Mirador-  El Placer-  La Cuchilla-  Las Cuchillas-  Los Arboles-  San Francisco-  Yunguilla
1127,18,CAQUETA,18094,BELEN DE LOS ANDAQUIES,1860,186017,MPIO. ACEVEDO Y SUAZA,RÍO BODOQUERITO Y PESCADO,MPIO. FLORENCIA Y MORELIA,MUNICIPIO ACEVEDO,Rural,Sin Informacion de Barrios,Alto Pueblitos- Azabache-  Bajo Pueblitos-  Bocanas Las Verdes-  Buenavista-  Canelito-  El Diamante-  El Meson-  El Porvenir-  El Prado-  EL RUBI-  El Salado-  LA BARNIZA-  LA Chocho Alto-  La Estrella-  LA FLORIDA-  La Ondina-  La Pradera-  La Reforma-
3096,73,TOLIMA,73001,IBAGUE,7300,730004,KR 5,KR 1- 1 SUR Y CAÑO,RÍO CHIPALO,CL 60,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
904,15,BOYACA,15600,RAQUIRA,1538,153801,LIMITE URBANO,CL 1,KR 5 E,KR 10,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
1977,41,HUILA,41396,LA PLATA,4150,415069,VÍA LA PLA.-ALTO CAÑA. Y M. INZÁ,VÍA LA PLATA-Q/DA. MOSCOPÁN,VÍA LA PLATA-LA ARGENTINA,MUNICIPIO PURACÉ,Rural,Sin Informacion de Barrios,BAJO MOSCOPAN- BELGICA-  CHILICAMBE-  EL CEDRO-  EL CHOCO-  EL LIMON-  EL SALADO-  LAS BRISAS-  LAS ORQUIDEAS-  LOS ALPES-  SAN MARTIN-  SAN VICENTE-  VILLA COLOMBIA-  VILLA DE LEIVA
3533,86,PUTUMAYO,86571,PUERTO GUZMAN,8630,863007,MPIO. PIAMONTE Y CURILLO,MUNCIIPIO PUERTO ASIS,Q/DA. BARANDAS Y RÍO (PERMANENTE),MPIO. MOCOA Y PTO. CAICEDO,Rural,Sin Informacion de Barrios,Sin Informacion de Veredas
332,5,ANTIOQUIA,05628,SABANALARGA,570,57020,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
502,11,BOGOTA D.C.,11001,LOCALIDAD ENGATIVA,1110,111041,AC  80,AC  63,AK  96,AK  110,Urbano,Alamos- El Cedro- El Madrigal- El Muelle- Garcés Navas- Garcés Navas Oriental- Los Ángeles- San Antonio Engativá- Santa Mónica- Villa Amalia- Villa del Mar- Villa Sagrario,Sin Informacion de Veredas
3105,73,TOLIMA,73001,IBAGUE,7300,730019,MUNICIPIO ANZOATEGUI,LIMITE URBANO,QUEBRADA SANTA ROSA,QUEBRADA LA SIBERIA,Rural,Sin Informacion de Barrios,Berlin- Cay Pya-  La Cascada-  La Platica-  Llanitos-  LLanitos Pyo-  Pastales-  Rico de Oro
2131,47,MAGDALENA,47703,SAN ZENON,4740,474067,MPIO. PIJIÑO DEL CARMEN,M. MOMPÓS Y SAN S. DE BUENAVISTA,CIÉNAGA JUAN TRUJILLO,MUNICIPIO SANTA ANA,Rural,Sin Informacion de Barrios,Filadelfia- La Lucha-  San Valentin-  Troncosito-  Troncoso
3010,68,SANTANDER,68307,GIRON,6875,687557,M. LEBRIJA Y SABANA DE TORRES,MUNICIPIO BETULIA,RÍO (PERMANENTE),MUNICIPIO BARRANCABERMEJA,Rural,Sin Informacion de Barrios,Cerro de La Aurora- Río Sucio Alto-  San Silvestre
523,11,BOGOTA D.C.,11001,LOCALIDAD PUENTE ARANDA,1116,111621,AC  3,AU SUR,AK  50,AK  68,Urbano,Alcalá- Alqueria- Autopista Sur- Galán- La Camelia- Ospina Pérez- Ospina Pérez Sur- Provivienda Norte- San Eusebio- Tejar,Sin Informacion de Veredas
240,5,ANTIOQUIA,05282,FREDONIA,550,55070,CL 73,LIMITE URBANO,KR 48,LIMITE URBANO,Urbano,Sin Informacion de Barrios,El Plan- Sabaletas
1463,23,CORDOBA,23189,CIENAGA DE ORO,2325,232529,VÍA CÍÉNAGA DE ORO-SAHAGÚN,RÍO (PERMANENTE),MUNICIPIO SAHAGÚN,ARROYO TORRENTES Y RÍO (PERMANENTE),Rural,Julio Manzur,El Amarillo- Las Aguaditas-  Las Huertas-  Salitral-  Trementino Abajo
976,15,BOYACA,15580,QUIPAMA,1550,155027,QUEBRADA ITOCO,MUNICIPIO MUZO,MUNICIPIO MUZO,M. LA VICTORIA Y YACOPI,Rural,Sin Informacion de Barrios,El Parque- GUACUMAY
170,5,ANTIOQUIA,05206,CONCEPCION,538,53810,LIMITE URBANO,LIMITE URBANO,LIMITE URBANO,KR 22,Urbano,Sin Informacion de Barrios,Sin Informacion de Veredas
